Date,Time,이용카드명,Location,Domestic Amount (KRW),Foreign Amount (USD),Discount Amount,Expected Points,Status,Payment Due Date,Approval Number
2023-07-10,02:04,KB국민 톡톡 with 리브메이트카드,지에스25 뉴잠실점,15000,0,0,0,전표매입,2023-08-01,30010759
2023-07-08,06:34,KB국민 톡톡 with 리브메이트카드,24시 무인카페 더 웨일 (The whale),2300,0,0,0,전표매입,2023-08-01,30010733
2023-07-08,06:33,KB국민 톡톡 with 리브메이트카드,키오스크_KICC_3,2700,0,0,0,전표매입,2023-08-01,30010721
2023-07-08,04:58,KB국민 톡톡 with 리브메이트카드,세모 아이스크림 주공17점,1000,0,0,0,전표매입,2023-08-01,30010718
2023-07-08,00:19,KB국민 톡톡 with 리브메이트카드,천막집,68000,0,0,0,전표매입,2023-08-01,30010708
2023-07-07,15:35,KB국민 톡톡 with 리브메이트카드,주식회사 제이브로빈스,5500,0,0,0,전표매입,2023-08-01,30010698
2023-07-07,08:37,KB국민 톡톡 with 리브메이트카드,한국철도공사,9600,0,960,0,취소전표매입,,41810668
2023-07-06,23:59,KB국민 톡톡 with 리브메이트카드,세모 아이스크림 주공17점,1000,0,0,0,전표매입,2023-08-01,30010684
2023-07-06,18:58,KB국민 톡톡 with 리브메이트카드,스마일스퀘어 청라점,3000,0,0,0,전표매입,2023-08-01,30010678
2023-07-06,16:57,KB국민 톡톡 with 리브메이트카드,카카오법인택시,1000,0,0,0,전표매입,2023-08-01,30010662
2023-07-06,16:57,KB국민 톡톡 with 리브메이트카드,카카오법인택시,6900,0,0,0,전표매입,2023-08-01,30010651
2023-07-06,16:42,KB국민 톡톡 with 리브메이트카드,카카오택시 선승인 로카모빌리티,9200,0,0,0,승인취소,,30010640
2023-07-06,10:33,KB국민 톡톡 with 리브메이트카드,KB국민카드_카카오페이(일반)_개인영세,5300,0,0,0,전표매입,2023-08-01,30010637
2023-07-06,10:20,KB국민 톡톡 with 리브메이트카드,카카오페이(택시),4800,0,0,0,승인취소,,30010626
2023-07-05,20:21,KB국민 톡톡 with 리브메이트카드,한국철도공사,9600,0,960,0,전표매입,2023-08-01,30010617
2023-07-05,14:08,KB국민 톡톡 with 리브메이트카드,지에스25 강원대기숙사점,12600,0,0,0,전표매입,2023-08-01,30010595
2023-07-05,07:32,KB국민 톡톡 with 리브메이트카드,GOOGLE *Google Storage,0,2.01,0,0,전표매입,2023-08-01,310604
2023-07-04,22:06,KB국민 톡톡 with 리브메이트카드,티머니 개인택시_0,4100,0,0,0,전표매입,2023-08-01,30010570
2023-07-04,20:45,KB국민 톡톡 with 리브메이트카드,박가부대춘천강대점,19000,0,0,0,전표매입,2023-08-01,30010566
2023-07-04,11:30,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),180,0,0,0,전표매입,2023-08-01,30010552
2023-07-04,11:26,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),270,0,0,0,전표매입,2023-08-01,30010541
2023-07-03,18:42,KB국민 톡톡 with 리브메이트카드,원리터강원대점,1500,0,0,0,전표매입,2023-08-01,30010536
2023-07-03,18:37,KB국민 톡톡 with 리브메이트카드,티머니 개인택시_0,5300,0,0,0,전표매입,2023-08-01,30010525
2023-07-03,17:26,KB국민 톡톡 with 리브메이트카드,KB국민카드_카카오페이(일반)_개인영세,7000,0,0,0,전표매입,2023-08-01,30010514
2023-07-03,17:10,KB국민 톡톡 with 리브메이트카드,카카오페이(택시),5700,0,0,0,승인취소,,30010503
2023-07-03,15:35,KB국민 톡톡 with 리브메이트카드,KB국민카드_카카오페이(일반)_법인,5800,0,0,0,전표매입,2023-08-01,30010491
2023-07-03,15:22,KB국민 톡톡 with 리브메이트카드,카카오페이(택시),5300,0,0,0,승인취소,,30010480
2023-07-03,06:21,KB국민 톡톡 with 리브메이트카드,Amazon_AWS,720,0,0,0,전표매입,2023-08-01,30010473
2023-07-03,02:31,KB국민 톡톡 with 리브메이트카드,대표_카카오페이,1000,0,100,0,전표매입,2023-08-01,30010467
2023-07-02,21:04,KB국민 톡톡 with 리브메이트카드,설빙 (성신여대점),15900,0,0,0,전표매입,2023-08-01,30010458
2023-07-02,20:42,KB국민 톡톡 with 리브메이트카드,온달왕돈까스치킨,22500,0,0,0,전표매입,2023-08-01,30010443
2023-07-02,01:38,KB국민 톡톡 with 리브메이트카드,대표_카카오페이,1000,0,100,0,전표매입,2023-08-01,30010434
2023-07-02,00:59,KB국민 톡톡 with 리브메이트카드,쓰리팝PC 창동역점,3000,0,0,0,전표매입,2023-08-01,30010429
2023-07-02,00:40,KB국민 톡톡 with 리브메이트카드,쓰리팝PC 창동역점,10000,0,0,0,전표매입,2023-08-01,30010418
2023-07-01,15:12,KB국민 톡톡 with 리브메이트카드,24시 무인카페 더 웨일 (The whale),2300,0,0,0,전표매입,2023-08-01,30010407
2023-07-01,15:11,KB국민 톡톡 with 리브메이트카드,키오스크_KICC_3,1800,0,0,0,전표매입,2023-08-01,30010394
2023-07-01,10:44,KB국민 톡톡 with 리브메이트카드,24시 무인카페 더 웨일 (The whale),2000,0,0,0,전표매입,2023-08-01,30010384
2023-07-01,10:41,KB국민 톡톡 with 리브메이트카드,키오스크_KICC_3,2700,0,0,0,전표매입,2023-08-01,30010372
2023-06-30,23:51,KB국민 톡톡 with 리브메이트카드,세모 아이스크림 주공17점,3000,0,0,0,전표매입,2023-08-01,30010369
2023-06-30,22:07,KB국민 톡톡 with 리브메이트카드,포도 을지로점,5200,0,0,0,전표매입,2023-08-01,30010351
2023-06-30,15:12,KB국민 톡톡 with 리브메이트카드,GeekFriends,24000,0,0,0,전표매입,2023-08-01,30010347
2023-06-30,13:29,KB국민 톡톡 with 리브메이트카드,노브랜드버거 코엑스점,6900,0,0,0,전표매입,2023-08-01,30010333
2023-06-30,11:15,KB국민 톡톡 with 리브메이트카드,한국철도공사,12000,0,0,0,전표매입,2023-08-01,30010325
2023-06-30,11:12,KB국민 톡톡 with 리브메이트카드,KB국민카드_카카오페이(일반)_개인영세,3900,0,0,0,전표매입,2023-08-01,30010312
2023-06-30,11:05,KB국민 톡톡 with 리브메이트카드,카카오페이(택시),4300,0,0,0,승인취소,,30010301
2023-06-30,11:05,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),180,0,0,0,전표매입,2023-08-01,30010293
2023-06-30,10:58,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),270,0,0,0,전표매입,2023-08-01,30010282
2023-06-30,10:54,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,39500,0,0,0,전표매입,2023-08-01,30010272
2023-06-30,10:47,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),270,0,0,0,전표매입,2023-08-01,30010260
2023-06-29,22:43,KB국민 톡톡 with 리브메이트카드,비지에프리테일 강원대BTL기숙사점,2200,0,0,0,전표매입,2023-08-01,30010256
2023-06-29,20:18,KB국민 톡톡 with 리브메이트카드,자이언트PC방2호점,2000,0,0,0,전표매입,2023-08-01,30010244
2023-06-29,18:15,KB국민 톡톡 with 리브메이트카드,쿠우쿠우 춘천,35600,0,0,0,전표매입,2023-08-01,30010234
2023-06-29,18:01,KB국민 톡톡 with 리브메이트카드,KB국민카드_카카오페이(일반)_개인영세,5000,0,0,0,전표매입,2023-08-01,30010222
2023-06-29,17:45,KB국민 톡톡 with 리브메이트카드,카카오페이(택시),5800,0,0,0,승인취소,,30010211
2023-06-29,14:51,KB국민 톡톡 with 리브메이트카드,지나오다,1300,0,0,0,전표매입,2023-08-01,30010207
2023-06-29,01:40,KB국민 톡톡 with 리브메이트카드,씨유(CU)춘천퇴계하모니점,5500,0,0,0,전표매입,2023-08-01,30010198
2023-06-28,17:58,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-08-01,30010181
2023-06-28,15:16,KB국민 톡톡 with 리브메이트카드,티머니 개인택시_0,4800,0,0,0,전표매입,2023-08-01,30010176
2023-06-28,14:55,KB국민 톡톡 with 리브메이트카드,포토이즘 강원대점,5000,0,0,0,전표매입,2023-08-01,30010166
2023-06-28,13:52,KB국민 톡톡 with 리브메이트카드,탕화쿵푸 마라탕(강원대점),14200,0,0,0,전표매입,2023-08-01,30010158
2023-06-28,12:21,KB국민 톡톡 with 리브메이트카드,이니헤어,35000,0,0,0,전표매입,2023-08-01,30010147
2023-06-28,11:02,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-08-01,30010136
2023-06-28,07:52,KB국민 톡톡 with 리브메이트카드,곰돌생삼겹살,72000,0,0,0,취소전표매입,,45090012
2023-06-28,00:36,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),450,0,0,0,전표매입,2023-08-01,30010125
2023-06-27,19:43,KB국민 톡톡 with 리브메이트카드,쿠팡(쿠페이),10400,0,0,0,전표매입,2023-08-01,30010114
2023-06-27,18:42,KB국민 톡톡 with 리브메이트카드,원리터강원대점,2000,0,0,0,전표매입,2023-08-01,30010109
2023-06-27,18:17,KB국민 톡톡 with 리브메이트카드,세영식품(주) 강원대학교 이룸관점,4600,0,0,0,전표매입,2023-08-01,30010094
2023-06-27,18:13,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),450,0,0,0,전표매입,2023-08-01,30010080
2023-06-27,17:50,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),270,0,0,0,전표매입,2023-08-01,30010079
2023-06-27,13:45,KB국민 톡톡 with 리브메이트카드,원리터강원대점,2000,0,0,0,전표매입,2023-08-01,30010064
2023-06-27,13:44,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),450,0,0,0,전표매입,2023-08-01,30010057
2023-06-27,12:30,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,500,0,0,0,전표매입,2023-08-01,30010047
2023-06-27,12:28,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),270,0,0,0,전표매입,2023-08-01,30010035
2023-06-27,12:14,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-08-01,30010024
2023-06-26,21:03,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-08-01,30010013
2023-06-26,20:38,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-08-01,30010002
2023-06-26,20:33,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-08-01,30009998
2023-06-26,18:44,KB국민 톡톡 with 리브메이트카드,원리터강원대점,2000,0,0,0,전표매입,2023-08-01,30009983
2023-06-26,18:40,KB국민 톡톡 with 리브메이트카드,원리터강원대점,2000,0,0,0,전표매입,2023-08-01,30009972
2023-06-26,13:05,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,500,0,0,0,전표매입,2023-08-01,30009966
2023-06-26,04:06,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-08-01,30009954
2023-06-26,03:24,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),270,0,0,0,전표매입,2023-08-01,30009943
2023-06-26,00:53,KB국민 톡톡 with 리브메이트카드,더달달 아이스크림 후평동점,2300,0,0,0,전표매입,2023-08-01,30009933
2023-06-25,23:07,KB국민 톡톡 with 리브메이트카드,포토시그니처 강원대점,7500,0,0,0,전표매입,2023-08-01,30009924
2023-06-25,23:01,KB국민 톡톡 with 리브메이트카드,파파야,48000,0,0,0,전표매입,2023-08-01,30009917
2023-06-25,16:06,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-08-01,30009909
2023-06-25,15:41,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),540,0,0,0,전표매입,2023-08-01,30009897
2023-06-25,02:24,KB국민 톡톡 with 리브메이트카드,밥끼,3380,0,0,0,전표매입,2023-08-01,30009889
2023-06-25,00:01,KB국민 톡톡 with 리브메이트카드,강원대PC카페,6800,0,0,0,전표매입,2023-08-01,30009870
2023-06-24,20:56,KB국민 톡톡 with 리브메이트카드,강원대PC카페,10000,0,0,0,전표매입,2023-08-01,30009869
2023-06-23,18:17,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),540,0,0,0,전표매입,2023-08-01,30009853
2023-06-23,12:16,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),270,0,0,0,전표매입,2023-08-01,30009842
2023-06-23,11:41,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),270,0,0,0,전표매입,2023-08-01,30009831
2023-06-22,23:27,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),180,0,0,0,전표매입,2023-08-01,30009820
2023-06-22,21:17,KB국민 톡톡 with 리브메이트카드,더달달 아이스크림 후평동점,2200,0,0,0,전표매입,2023-08-01,30009810
2023-06-22,13:43,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),288,0,0,0,전표매입,2023-08-01,30009808
2023-06-22,12:51,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),270,0,0,0,전표매입,2023-08-01,30009796
2023-06-22,12:24,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,7000,0,0,0,전표매입,2023-08-01,30009786
2023-06-22,11:44,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),702,0,0,0,전표매입,2023-08-01,30009774
2023-06-22,08:43,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),657,0,0,0,전표매입,2023-08-01,30009763
2023-06-22,07:54,KB국민 톡톡 with 리브메이트카드,곰돌생삼겹살,72000,0,0,0,취소전표매입,,42454057
2023-06-22,07:54,KB국민 톡톡 with 리브메이트카드,곰돌생삼겹살,83000,0,0,0,취소전표매입,,42454035
2023-06-22,07:30,KB국민 톡톡 with 리브메이트카드,어소오소,63600,0,0,0,취소전표매입,,42383089
2023-06-20,19:20,KB국민 톡톡 with 리브메이트카드,곰돌생삼겹살,72000,0,0,0,전표매입,2023-08-01,30009759
2023-06-20,18:21,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-08-01,30009741
2023-06-20,15:10,KB국민 톡톡 with 리브메이트카드,스팟마트,1000,0,0,0,전표매입,2023-08-01,30009735
2023-06-20,09:01,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),270,0,0,0,전표매입,2023-08-01,30009729
2023-06-20,00:01,KB국민 톡톡 with 리브메이트카드,더달달 아이스크림 후평동점,5200,0,0,0,전표매입,2023-08-01,30009719
2023-06-19,22:18,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),630,0,0,0,전표매입,2023-08-01,30009707
2023-06-19,15:17,KB국민 톡톡 with 리브메이트카드,스팟마트,200,0,0,0,전표매입,2023-08-01,30009690
2023-06-19,15:12,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-08-01,30009684
2023-06-19,13:56,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),180,0,0,0,전표매입,2023-08-01,30009673
2023-06-19,11:07,KB국민 톡톡 with 리브메이트카드,GOOGLE *Colab,0,6.33,0,0,취소전표매입,,019055
2023-06-19,11:05,KB국민 톡톡 with 리브메이트카드,스팟마트,1600,0,0,0,전표매입,2023-08-01,30009667
2023-06-19,02:50,KB국민 톡톡 with 리브메이트카드,김밥나라,12500,0,0,0,전표매입,2023-08-01,30009653
2023-06-19,00:19,KB국민 톡톡 with 리브메이트카드,공본스터디카페 춘천강원대센터,3500,0,0,0,전표매입,2023-08-01,30009644
2023-06-18,22:31,KB국민 톡톡 with 리브메이트카드,뉴욕쟁이디저트 강원대점,9100,0,0,0,전표매입,2023-08-01,30009637
2023-06-18,16:57,KB국민 톡톡 with 리브메이트카드,존앤존PC방,6500,0,0,0,전표매입,2023-08-01,30009627
2023-06-18,15:17,KB국민 톡톡 with 리브메이트카드,롯데리아강대점,2300,0,0,0,전표매입,2023-08-01,30009619
2023-06-18,02:30,KB국민 톡톡 with 리브메이트카드,원더랜드,1200,0,0,0,전표매입,2023-08-01,30009604
2023-06-17,21:57,KB국민 톡톡 with 리브메이트카드,스타디움피씨방,10000,0,0,0,전표매입,2023-07-01,30009595
2023-06-17,17:14,KB국민 톡톡 with 리브메이트카드,스타디움피씨방,10000,0,0,0,전표매입,2023-07-01,30009584
2023-06-17,14:16,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-07-01,30009572
2023-06-17,13:37,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),450,0,0,0,전표매입,2023-07-01,30009561
2023-06-17,06:23,KB국민 톡톡 with 리브메이트카드,지하철 1 건,1350,0,67,0,전표매입,2023-07-01,41247920
2023-06-16,21:12,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),450,0,0,0,전표매입,2023-07-01,30009550
2023-06-16,21:00,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-07-01,30009549
2023-06-16,20:18,KB국민 톡톡 with 리브메이트카드,곰돌생삼겹살,72000,0,0,0,전표매입,2023-07-01,30009535
2023-06-16,16:59,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-07-01,30009527
2023-06-15,20:28,KB국민 톡톡 with 리브메이트카드,명랑시대쌀핫도그강원대점,1100,0,0,0,전표매입,2023-07-01,30009511
2023-06-15,08:52,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-07-01,30009505
2023-06-14,17:54,KB국민 톡톡 with 리브메이트카드,쿠팡(쿠페이),67900,0,3000,0,전표매입,2023-07-01,30009493
2023-06-14,16:45,KB국민 톡톡 with 리브메이트카드,춘천사회혁신센터,4000,0,0,0,전표매입,2023-07-01,30009481
2023-06-14,16:39,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),540,0,0,0,전표매입,2023-07-01,30009471
2023-06-14,14:42,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),900,0,0,0,전표매입,2023-07-01,30009460
2023-06-14,14:19,KB국민 톡톡 with 리브메이트카드,진짬뽕진자장,36500,0,0,0,전표매입,2023-07-01,30009450
2023-06-13,20:37,KB국민 톡톡 with 리브메이트카드,더달달 아이스크림 후평동점,7500,0,0,0,전표매입,2023-07-01,30009449
2023-06-13,17:28,KB국민 톡톡 with 리브메이트카드,강원대PC카페,5000,0,0,0,전표매입,2023-07-01,30009432
2023-06-13,12:44,KB국민 톡톡 with 리브메이트카드,스팟마트,5300,0,0,0,전표매입,2023-07-01,30009421
2023-06-13,12:11,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,8800,0,0,0,전표매입,2023-07-01,30009416
2023-06-12,20:26,KB국민 톡톡 with 리브메이트카드,후라이드바삭킹(강원대점),18900,0,0,0,전표매입,2023-07-01,30009407
2023-06-12,18:16,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),270,0,0,0,전표매입,2023-07-01,30009392
2023-06-12,18:08,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),180,0,0,0,전표매입,2023-07-01,30009381
2023-06-12,18:01,KB국민 톡톡 with 리브메이트카드,라임치과의원,30000,0,0,0,전표매입,2023-07-01,30009372
2023-06-12,17:40,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),630,0,0,0,전표매입,2023-07-01,30009369
2023-06-12,12:12,KB국민 톡톡 with 리브메이트카드,스팟마트,2400,0,0,0,전표매입,2023-07-01,30009353
2023-06-12,11:45,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,5500,0,0,0,전표매입,2023-07-01,30009348
2023-06-12,08:12,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,1000,0,0,0,전표매입,2023-07-01,30009337
2023-06-12,00:34,KB국민 톡톡 with 리브메이트카드,더달달 아이스크림 후평동점,7900,0,0,0,전표매입,2023-07-01,30009326
2023-06-11,18:37,KB국민 톡톡 with 리브메이트카드,씨유(CU) 춘천백령점,7600,0,0,0,전표매입,2023-07-01,30009310
2023-06-11,16:20,KB국민 톡톡 with 리브메이트카드,빈티지다락방,1200,0,0,0,전표매입,2023-07-01,30009306
2023-06-11,13:51,KB국민 톡톡 with 리브메이트카드,세븐일레븐 강원대점,1500,0,0,0,전표매입,2023-07-01,30009299
2023-06-11,13:21,KB국민 톡톡 with 리브메이트카드,빈티지다락방,4000,0,0,0,전표매입,2023-07-01,30009283
2023-06-11,10:10,KB국민 톡톡 with 리브메이트카드,지에스25 춘천현주점,12200,0,0,0,전표매입,2023-07-01,30009272
2023-06-10,22:09,KB국민 톡톡 with 리브메이트카드,지에스25 춘천현주점,2000,0,0,0,전표매입,2023-07-01,30009250
2023-06-09,13:38,KB국민 톡톡 with 리브메이트카드,원더랜드,600,0,0,0,전표매입,2023-07-01,30009233
2023-06-09,13:16,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,7000,0,0,0,전표매입,2023-07-01,30009225
2023-06-09,10:10,KB국민 톡톡 with 리브메이트카드,LGUPLUS 통신요금자동이체,20990,0,0,0,전표매입,2023-07-01,30009211
2023-06-09,08:21,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,2000,0,0,0,전표매입,2023-07-01,30009203
2023-06-09,07:06,KB국민 톡톡 with 리브메이트카드,다날_비트코퍼레이션_키오스크1,3500,0,0,0,전표매입,2023-07-01,30009193
2023-06-08,18:21,KB국민 톡톡 with 리브메이트카드,빽다방강원대점,3800,0,0,0,전표매입,2023-07-01,30009189
2023-06-08,17:50,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,5200,0,0,0,전표매입,2023-07-01,30009179
2023-06-08,12:26,KB국민 톡톡 with 리브메이트카드,더 헤라 PC방,9000,0,0,0,전표매입,2023-07-01,30009168
2023-06-07,22:18,KB국민 톡톡 with 리브메이트카드,예스마트후평점,1950,0,0,0,전표매입,2023-07-01,30009151
2023-06-07,21:49,KB국민 톡톡 with 리브메이트카드,더모아아이스크림할인점,1200,0,0,0,전표매입,2023-07-01,30009147
2023-06-07,21:23,KB국민 톡톡 with 리브메이트카드,곰돌생삼겹살,83000,0,0,0,전표매입,2023-07-01,30009131
2023-06-07,18:28,KB국민 톡톡 with 리브메이트카드,커피베이 강원대학교점(COFFEEBAY),3300,0,0,33,전표매입,2023-07-01,30009127
2023-06-07,18:03,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-07-01,30009112
2023-06-07,12:13,KB국민 톡톡 with 리브메이트카드,주식회사한우기업,4000,0,0,0,전표매입,2023-07-01,30009102
2023-06-06,17:34,KB국민 톡톡 with 리브메이트카드,명랑시대쌀핫도그강원대점,3100,0,0,0,전표매입,2023-07-01,30009094
2023-06-06,17:26,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),270,0,0,0,전표매입,2023-07-01,30009088
2023-06-06,14:07,KB국민 톡톡 with 리브메이트카드,춘천농협농수산물종합유통센터,6150,0,0,0,전표매입,2023-07-01,30009076
2023-06-06,13:36,KB국민 톡톡 with 리브메이트카드,다이브 에스프레소클럽(춘천엔타점),8000,0,0,0,전표매입,2023-07-01,30009063
2023-06-06,01:03,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),450,0,0,0,전표매입,2023-07-01,30009055
2023-06-05,21:19,KB국민 톡톡 with 리브메이트카드,맘스터치 강대효자점,9400,0,0,94,전표매입,2023-07-01,30009047
2023-06-05,12:03,KB국민 톡톡 with 리브메이트카드,스팟마트,2500,0,0,0,전표매입,2023-07-01,30009027
2023-06-05,10:21,KB국민 톡톡 with 리브메이트카드,GOOGLE *Colab,0,10.1,0,0,전표매입,2023-07-01,309039
2023-06-04,19:36,KB국민 톡톡 with 리브메이트카드,탕화쿵푸 마라탕(강원대점),10300,0,0,0,전표매입,2023-07-01,30009011
2023-06-03,17:31,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),270,0,0,0,전표매입,2023-07-01,30009000
2023-06-03,12:37,KB국민 톡톡 with 리브메이트카드,빽다방강원대점,2000,0,0,0,전표매입,2023-07-01,30008997
2023-06-03,12:33,KB국민 톡톡 with 리브메이트카드,만석식당강원대점,27000,0,0,270,전표매입,2023-07-01,30008980
2023-06-03,10:14,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),180,0,0,0,전표매입,2023-07-01,30008975
2023-06-03,09:30,KB국민 톡톡 with 리브메이트카드,원더랜드,1200,0,0,0,전표매입,2023-07-01,30008962
2023-06-03,09:24,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),180,0,0,0,전표매입,2023-07-01,30008953
2023-06-03,09:04,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-07-01,30008942
2023-06-02,23:08,KB국민 톡톡 with 리브메이트카드,세븐일레븐 뉴강대천하점,6700,0,0,0,전표매입,2023-07-01,30008933
2023-06-02,20:38,KB국민 톡톡 with 리브메이트카드,Amazon_AWS,738,0,0,0,전표매입,2023-07-01,30008920
2023-06-02,19:09,KB국민 톡톡 with 리브메이트카드,탕화쿵푸 마라탕(강원대점),11600,0,0,0,전표매입,2023-07-01,30008919
2023-06-02,15:58,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,1200,0,0,0,전표매입,2023-07-01,30008909
2023-06-02,15:45,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),270,0,0,0,전표매입,2023-07-01,30008896
2023-06-02,15:36,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),720,0,0,0,전표매입,2023-07-01,30008885
2023-06-02,14:12,KB국민 톡톡 with 리브메이트카드,스팟마트,200,0,0,0,전표매입,2023-07-01,30008879
2023-06-02,12:36,KB국민 톡톡 with 리브메이트카드,주식회사한우기업,5000,0,0,0,전표매입,2023-07-01,30008864
2023-06-02,09:07,KB국민 톡톡 with 리브메이트카드,카페 마운틴,1000,0,0,0,전표매입,2023-07-01,30008857
2023-06-02,01:18,KB국민 톡톡 with 리브메이트카드,세븐일레븐 트루엘더퍼스트점,12500,0,0,0,전표매입,2023-07-01,30008845
2023-06-01,20:01,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),540,0,0,0,전표매입,2023-07-01,30008830
2023-06-01,18:46,KB국민 톡톡 with 리브메이트카드,밥끼,2600,0,0,0,전표매입,2023-07-01,30008822
2023-06-01,18:41,KB국민 톡톡 with 리브메이트카드,후라이드바삭킹(강원대점),23200,0,0,0,전표매입,2023-07-01,30008811
2023-06-01,11:59,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,4500,0,0,0,전표매입,2023-07-01,30008808
2023-06-01,09:47,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-07-01,30008795
2023-06-01,09:25,KB국민 톡톡 with 리브메이트카드,글로벌경영관까페,1000,0,0,0,전표매입,2023-07-01,30008785
2023-06-01,09:22,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),450,0,0,0,전표매입,2023-07-01,30008773
2023-06-01,08:51,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),270,0,0,0,전표매입,2023-07-01,30008762
2023-06-01,03:28,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-07-01,30008751
2023-05-31,23:28,KB국민 톡톡 with 리브메이트카드,예스마트후평점,6700,0,0,0,전표매입,2023-07-01,30008745
2023-05-31,20:47,KB국민 톡톡 with 리브메이트카드,예스마트후평점,2440,0,0,0,전표매입,2023-07-01,30008734
2023-05-31,20:04,KB국민 톡톡 with 리브메이트카드,어소오소,63600,0,0,0,전표매입,2023-07-01,30008725
2023-05-31,16:34,KB국민 톡톡 with 리브메이트카드,카카오개인택시영세,5000,0,0,0,전표매입,2023-07-01,30008715
2023-05-31,16:21,KB국민 톡톡 with 리브메이트카드,카카오택시 선승인 로카모빌리티,5800,0,0,0,승인취소,,30008704
2023-05-31,14:34,KB국민 톡톡 with 리브메이트카드,메가커피 강원대점,2000,0,0,0,전표매입,2023-07-01,30008693
