Date,Time,이용카드명,Location,Domestic Amount (KRW),Foreign Amount (USD),Discount Amount,Expected Points,Status,Payment Due Date,Approval Number
2023-05-31,12:15,KB국민 톡톡 with 리브메이트카드,주식회사한우기업,5000,0,0,0,전표매입,2023-07-01,30008684
2023-05-31,10:06,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),540,0,0,0,전표매입,2023-07-01,30008672
2023-05-30,16:48,KB국민 톡톡 with 리브메이트카드,컴포즈커피 춘천강원대후문점,3000,0,0,0,전표매입,2023-07-01,30008662
2023-05-30,16:40,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-07-01,30008650
2023-05-30,14:55,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),270,0,0,0,전표매입,2023-07-01,30008649
2023-05-30,11:57,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,12600,0,0,0,전표매입,2023-07-01,30008639
2023-05-30,10:00,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),180,0,0,0,전표매입,2023-07-01,30008627
2023-05-29,18:39,KB국민 톡톡 with 리브메이트카드,타프로스터스,16000,0,0,0,전표매입,2023-07-01,30008618
2023-05-29,18:32,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),180,0,0,0,전표매입,2023-07-01,30008605
2023-05-29,13:09,KB국민 톡톡 with 리브메이트카드,온찬,13000,0,0,0,전표매입,2023-07-01,30008596
2023-05-29,03:58,KB국민 톡톡 with 리브메이트카드,지에스(GS)25 강원대정문점,9700,0,0,0,전표매입,2023-07-01,30008588
2023-05-29,00:37,KB국민 톡톡 with 리브메이트카드,스타디움피씨방,2000,0,0,0,전표매입,2023-07-01,30008561
2023-05-29,00:33,KB국민 톡톡 with 리브메이트카드,스타디움피씨방,8300,0,0,0,전표매입,2023-07-01,30008550
2023-05-28,20:25,KB국민 톡톡 with 리브메이트카드,스타디움피씨방,3000,0,0,0,전표매입,2023-07-01,30008549
2023-05-28,18:20,KB국민 톡톡 with 리브메이트카드,스타디움피씨방,10000,0,0,0,전표매입,2023-07-01,30008538
2023-05-27,22:10,KB국민 톡톡 with 리브메이트카드,배스킨라빈스31강원대점,100,0,0,0,전표매입,2023-07-01,30008529
2023-05-27,22:03,KB국민 톡톡 with 리브메이트카드,올리브영 강원대점,6900,0,0,0,전표매입,2023-07-01,30008519
2023-05-27,15:22,KB국민 톡톡 with 리브메이트카드,메가커피 강원대점,3000,0,0,0,전표매입,2023-07-01,30008491
2023-05-26,14:34,KB국민 톡톡 with 리브메이트카드,지에스25 춘천현주점,2200,0,0,0,전표매입,2023-07-01,30008484
2023-05-26,14:11,KB국민 톡톡 with 리브메이트카드,컴포즈커피 춘천강원대후문점,1500,0,0,0,전표매입,2023-07-01,30008460
2023-05-26,14:04,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-07-01,30008458
2023-05-26,12:17,KB국민 톡톡 with 리브메이트카드,스팟마트,900,0,0,0,전표매입,2023-07-01,30008442
2023-05-26,11:12,KB국민 톡톡 with 리브메이트카드,남춘천분식,24000,0,0,0,전표매입,2023-07-01,30008431
2023-05-25,08:57,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),270,0,0,0,전표매입,2023-07-01,30008425
2023-05-25,02:05,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-07-01,30008414
2023-05-24,19:06,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),180,0,0,0,전표매입,2023-07-01,30008403
2023-05-24,18:25,KB국민 톡톡 with 리브메이트카드,강원대PC카페,9800,0,0,0,전표매입,2023-07-01,30008396
2023-05-24,12:23,KB국민 톡톡 with 리브메이트카드,카페 마운틴,1800,0,0,0,전표매입,2023-07-01,30008385
2023-05-24,11:52,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,1300,0,0,0,전표매입,2023-07-01,30008370
2023-05-24,08:49,KB국민 톡톡 with 리브메이트카드,스팟마트,1900,0,0,0,전표매입,2023-07-01,30008363
2023-05-24,08:44,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),270,0,0,0,전표매입,2023-07-01,30008357
2023-05-24,08:41,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),180,0,0,0,전표매입,2023-07-01,30008346
2023-05-24,08:37,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),180,0,0,0,전표매입,2023-07-01,30008335
2023-05-24,00:44,KB국민 톡톡 with 리브메이트카드,원더랜드,1200,0,0,0,전표매입,2023-07-01,30008322
2023-05-23,23:04,KB국민 톡톡 with 리브메이트카드,세븐일레븐 강원대점,2200,0,0,0,전표매입,2023-07-01,30008311
2023-05-23,22:55,KB국민 톡톡 with 리브메이트카드,포토인더박스 강원대점,21000,0,0,0,전표매입,2023-07-01,30008308
2023-05-23,08:32,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),270,0,0,0,전표매입,2023-07-01,30008290
2023-05-23,08:13,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,1000,0,0,0,전표매입,2023-07-01,30008280
2023-05-23,00:55,KB국민 톡톡 with 리브메이트카드,원더랜드,1200,0,0,0,전표매입,2023-07-01,30008276
2023-05-23,00:48,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-07-01,30008267
2023-05-22,11:25,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,3800,0,0,0,전표매입,2023-07-01,30008257
2023-05-22,09:04,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-07-01,30008245
2023-05-21,22:38,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),450,0,0,0,전표매입,2023-07-01,30008234
2023-05-21,20:42,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-07-01,30008223
2023-05-21,20:08,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),270,0,0,0,전표매입,2023-07-01,30008212
2023-05-21,13:33,KB국민 톡톡 with 리브메이트카드,존앤존프라임스PC,10000,0,0,0,전표매입,2023-07-01,30008206
2023-05-21,12:46,KB국민 톡톡 with 리브메이트카드,이니헤어,58000,0,0,0,전표매입,2023-07-01,30008199
2023-05-20,22:25,KB국민 톡톡 with 리브메이트카드,스타디움피씨방,9500,0,0,0,전표매입,2023-07-01,30008189
2023-05-20,11:20,KB국민 톡톡 with 리브메이트카드,탕화쿵푸 마라탕(강원대점),19400,0,0,0,전표매입,2023-07-01,30008177
2023-05-20,08:51,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),180,0,0,0,전표매입,2023-07-01,30008166
2023-05-20,08:38,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),360,0,0,0,전표매입,2023-07-01,30008155
2023-05-20,01:10,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-07-01,30008144
2023-05-19,18:30,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),380,0,0,0,전표매입,2023-07-01,30008133
2023-05-19,18:21,KB국민 톡톡 with 리브메이트카드,불닭발동대문엽기떡볶이강원대점,18000,0,0,0,전표매입,2023-07-01,30008120
2023-05-19,12:55,KB국민 톡톡 with 리브메이트카드,지에스25 춘천현주점,5900,0,0,0,전표매입,2023-07-01,30008114
2023-05-19,00:50,KB국민 톡톡 with 리브메이트카드,지에스25 춘천현주점,4700,0,0,0,전표매입,2023-07-01,30008091
2023-05-18,22:37,KB국민 톡톡 with 리브메이트카드,더 헤라 PC방,6000,0,0,0,전표매입,2023-07-01,30008077
2023-05-18,17:55,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),190,0,0,0,전표매입,2023-07-01,30008065
2023-05-18,11:48,KB국민 톡톡 with 리브메이트카드,스팟마트,200,0,0,0,전표매입,2023-07-01,30008059
2023-05-18,08:51,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),380,0,0,0,전표매입,2023-07-01,30008043
2023-05-17,23:17,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),190,0,0,0,전표매입,2023-06-01,30008032
2023-05-17,22:18,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30008021
2023-05-17,22:07,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30008010
2023-05-17,21:44,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30008009
2023-05-17,19:39,KB국민 톡톡 with 리브메이트카드,다날_비트코퍼레이션_키오스크1,3000,0,0,0,전표매입,2023-06-01,30007999
2023-05-17,19:02,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),380,0,0,0,전표매입,2023-06-01,30007985
2023-05-17,15:55,KB국민 톡톡 with 리브메이트카드,스팟마트,700,0,0,0,전표매입,2023-06-01,30007979
2023-05-17,12:24,KB국민 톡톡 with 리브메이트카드,주식회사한우기업,2500,0,0,0,전표매입,2023-06-01,30007964
2023-05-17,12:03,KB국민 톡톡 with 리브메이트카드,주식회사한우기업,4500,0,0,0,전표매입,2023-06-01,30007953
2023-05-17,08:58,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30007941
2023-05-17,06:03,KB국민 톡톡 with 리브메이트카드,지하철 3 건,3750,0,187,0,전표매입,2023-06-01,49405115
2023-05-16,23:58,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),1615,0,0,0,전표매입,2023-06-01,30007930
2023-05-16,22:59,KB국민 톡톡 with 리브메이트카드,지에스25 춘천현주점,2000,0,0,0,전표매입,2023-06-01,30007922
2023-05-16,22:45,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30007907
2023-05-16,13:51,KB국민 톡톡 with 리브메이트카드,스팟마트,1600,0,0,0,전표매입,2023-06-01,30007890
2023-05-16,12:12,KB국민 톡톡 with 리브메이트카드,스팟마트,2500,0,0,0,전표매입,2023-06-01,30007889
2023-05-16,08:44,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),380,0,0,0,전표매입,2023-06-01,30007873
2023-05-16,08:15,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,1000,0,0,0,전표매입,2023-06-01,30007863
2023-05-16,02:23,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),380,0,0,0,전표매입,2023-06-01,30007851
2023-05-15,21:16,KB국민 톡톡 with 리브메이트카드,더 헤라 PC방,2500,0,0,0,전표매입,2023-06-01,30007841
2023-05-15,20:42,KB국민 톡톡 with 리브메이트카드,더 헤라 PC방,12000,0,0,0,전표매입,2023-06-01,30007830
2023-05-15,12:00,KB국민 톡톡 with 리브메이트카드,스팟마트,600,0,0,0,전표매입,2023-06-01,30007823
2023-05-15,08:43,KB국민 톡톡 with 리브메이트카드,스팟마트,100,0,0,0,전표매입,2023-06-01,30007812
2023-05-15,08:10,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30007806
2023-05-15,07:33,KB국민 톡톡 with 리브메이트카드,씨유 강원대백록관점,7200,0,0,0,전표매입,2023-06-01,30007793
2023-05-15,07:09,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),475,0,0,0,전표매입,2023-06-01,30007783
2023-05-15,07:02,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),190,0,0,0,전표매입,2023-06-01,30007772
2023-05-14,23:07,KB국민 톡톡 with 리브메이트카드,세븐일레븐 트루엘더퍼스트점,5500,0,0,0,전표매입,2023-06-01,30007765
2023-05-14,22:58,KB국민 톡톡 with 리브메이트카드,더달달 아이스크림 후평동점,800,0,0,0,전표매입,2023-06-01,30007751
2023-05-14,16:57,KB국민 톡톡 with 리브메이트카드,스타디움피씨방,4500,0,0,0,전표매입,2023-06-01,30007740
2023-05-14,15:44,KB국민 톡톡 with 리브메이트카드,스타디움피씨방,10000,0,0,0,전표매입,2023-06-01,30007739
2023-05-14,10:46,KB국민 톡톡 with 리브메이트카드,지에스25 춘천현주점,9200,0,920,0,전표매입,2023-06-01,30007720
2023-05-13,22:51,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),380,0,0,0,전표매입,2023-06-01,30007716
2023-05-13,19:21,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),380,0,0,0,전표매입,2023-06-01,30007705
2023-05-13,17:38,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),190,0,0,0,전표매입,2023-06-01,30007693
2023-05-13,17:35,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),190,0,0,0,전표매입,2023-06-01,30007682
2023-05-13,13:25,KB국민 톡톡 with 리브메이트카드,카페 포 너드,8600,0,0,0,전표매입,2023-06-01,30007678
2023-05-12,13:21,KB국민 톡톡 with 리브메이트카드,크레이저강원대점,8300,0,0,0,전표매입,2023-06-01,30007669
2023-05-12,08:33,KB국민 톡톡 with 리브메이트카드,스팟마트,400,0,0,0,전표매입,2023-06-01,30007654
2023-05-12,08:02,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,1000,0,0,0,전표매입,2023-06-01,30007649
2023-05-11,18:00,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,5200,0,0,0,전표매입,2023-06-01,30007638
2023-05-11,12:35,KB국민 톡톡 with 리브메이트카드,스팟마트,2700,0,0,0,전표매입,2023-06-01,30007621
2023-05-11,12:30,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30007615
2023-05-11,11:55,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,4000,0,0,0,전표매입,2023-06-01,30007605
2023-05-11,08:49,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30007592
2023-05-11,01:34,KB국민 톡톡 with 리브메이트카드,원더랜드,1500,0,0,0,전표매입,2023-06-01,30007589
2023-05-11,01:24,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),380,0,0,0,전표매입,2023-06-01,30007570
2023-05-10,23:40,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),475,0,0,0,전표매입,2023-06-01,30007569
2023-05-10,17:22,KB국민 톡톡 with 리브메이트카드,원더랜드,1200,0,0,0,전표매입,2023-06-01,30007556
2023-05-10,17:16,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30007547
2023-05-10,12:40,KB국민 톡톡 with 리브메이트카드,주식회사한우기업,3000,0,0,0,전표매입,2023-06-01,30007537
2023-05-10,12:12,KB국민 톡톡 with 리브메이트카드,주식회사한우기업,5000,0,0,0,전표매입,2023-06-01,30007526
2023-05-10,09:01,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),1805,0,0,0,전표매입,2023-06-01,30007514
2023-05-10,08:46,KB국민 톡톡 with 리브메이트카드,스팟마트,2700,0,0,0,전표매입,2023-06-01,30007508
2023-05-10,01:33,KB국민 톡톡 with 리브메이트카드,원더랜드,1200,0,0,0,전표매입,2023-06-01,30007499
2023-05-09,10:10,KB국민 톡톡 with 리브메이트카드,LGUPLUS 통신요금자동이체,20990,0,0,0,전표매입,2023-06-01,30007488
2023-05-09,08:48,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),380,0,0,0,전표매입,2023-06-01,30007479
2023-05-09,04:21,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30007468
2023-05-08,22:23,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),380,0,0,0,전표매입,2023-06-01,30007457
2023-05-08,21:59,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30007446
2023-05-08,21:54,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),380,0,0,0,전표매입,2023-06-01,30007435
2023-05-08,21:26,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30007424
2023-05-08,12:28,KB국민 톡톡 with 리브메이트카드,스팟마트,4400,0,0,0,전표매입,2023-06-01,30007418
2023-05-08,11:50,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,6300,0,0,0,전표매입,2023-06-01,30007403
2023-05-08,08:41,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30007390
2023-05-07,20:59,KB국민 톡톡 with 리브메이트카드,필 코인노래연습장,1000,0,0,0,전표매입,2023-06-01,30007381
2023-05-07,20:55,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),380,0,0,0,전표매입,2023-06-01,30007378
2023-05-07,20:38,KB국민 톡톡 with 리브메이트카드,대주객,30000,0,0,0,전표매입,2023-06-01,30007360
2023-05-07,19:01,KB국민 톡톡 with 리브메이트카드,다날_비트코퍼레이션_키오스크1,12000,0,0,0,전표매입,2023-06-01,30007359
2023-05-07,14:49,KB국민 톡톡 with 리브메이트카드,다날_비트코퍼레이션_키오스크1,2000,0,0,0,전표매입,2023-06-01,30007348
2023-05-07,14:47,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),475,0,0,0,전표매입,2023-06-01,30007334
2023-05-07,12:26,KB국민 톡톡 with 리브메이트카드,한국철도공사,7100,0,0,0,전표매입,2023-06-01,30007321
2023-05-06,17:19,KB국민 톡톡 with 리브메이트카드,코레일유통주식회사(회기역),5000,0,0,0,전표매입,2023-06-01,30007318
2023-05-06,17:18,KB국민 톡톡 with 리브메이트카드,코레일유통주식회사(회기역),5000,0,0,0,전표매입,2023-06-01,30007307
2023-05-06,10:14,KB국민 톡톡 with 리브메이트카드,KB국민카드_카카오페이(일반)_법인,300,0,0,0,전표매입,2023-06-01,30007295
2023-05-06,10:14,KB국민 톡톡 with 리브메이트카드,KB국민카드_카카오페이(일반)_개인영세,5400,0,0,0,전표매입,2023-06-01,30007284
2023-05-06,10:01,KB국민 톡톡 with 리브메이트카드,카카오페이(택시),6200,0,0,0,승인취소,,30007273
2023-05-06,09:53,KB국민 톡톡 with 리브메이트카드,한국철도공사,8300,0,830,0,전표매입,2023-06-01,30007264
2023-05-05,15:31,KB국민 톡톡 with 리브메이트카드,지에스25 춘천현주점,3800,0,0,0,전표매입,2023-06-01,30007247
2023-05-05,15:17,KB국민 톡톡 with 리브메이트카드,메가커피 강원대점,3300,0,0,0,전표매입,2023-06-01,30007221
2023-05-05,10:21,KB국민 톡톡 with 리브메이트카드,GOOGLE *Colab,0,10.1,0,0,전표매입,2023-06-01,307251
2023-05-05,06:31,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,1500,0,0,0,취소전표매입,,48484158
2023-05-04,17:55,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30007211
2023-05-04,15:56,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,1500,0,0,0,전표매입,2023-06-01,30007201
2023-05-04,14:05,KB국민 톡톡 with 리브메이트카드,스팟마트,2200,0,0,0,전표매입,2023-06-01,30007193
2023-05-04,12:45,KB국민 톡톡 with 리브메이트카드,밥끼,3800,0,0,0,전표매입,2023-06-01,30007180
2023-05-04,12:42,KB국민 톡톡 with 리브메이트카드,대암감자탕,47000,0,0,0,전표매입,2023-06-01,30007173
2023-05-04,09:00,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),1063,0,0,0,전표매입,2023-06-01,30007165
2023-05-04,04:33,KB국민 톡톡 with 리브메이트카드,씨유(CU) 춘천트루엘점,4600,0,0,0,전표매입,2023-06-01,30007157
2023-05-03,20:22,KB국민 톡톡 with 리브메이트카드,지에스25 춘천현주점,2100,0,0,0,전표매입,2023-06-01,30007146
2023-05-03,20:07,KB국민 톡톡 with 리브메이트카드,명랑시대쌀핫도그강원대점,3000,0,0,0,전표매입,2023-06-01,30007126
2023-05-03,12:49,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,1500,0,0,0,전표매입,2023-06-01,30007111
2023-05-03,11:55,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),570,0,0,0,전표매입,2023-06-01,30007109
2023-05-03,10:12,KB국민 톡톡 with 리브메이트카드,스팟마트,1000,0,0,0,전표매입,2023-06-01,30007092
2023-05-03,08:59,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),920,0,0,0,전표매입,2023-06-01,30007086
2023-05-03,06:35,KB국민 톡톡 with 리브메이트카드,Amazon_AWS,734,0,0,0,전표매입,2023-06-01,30007075
2023-05-02,21:53,KB국민 톡톡 with 리브메이트카드,지에스25 춘천현주점,5850,0,0,0,전표매입,2023-06-01,30007067
2023-05-02,18:05,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,5200,0,0,0,전표매입,2023-06-01,30007043
2023-05-02,10:06,KB국민 톡톡 with 리브메이트카드,스팟마트,1000,0,0,0,전표매입,2023-06-01,30007036
2023-05-02,07:08,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30007020
2023-05-02,07:04,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),428,0,0,0,전표매입,2023-06-01,30007019
2023-05-02,01:13,KB국민 톡톡 with 리브메이트카드,지에스25 춘천현주점,8200,0,0,0,전표매입,2023-06-01,30007001
2023-05-02,00:58,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),570,0,0,0,전표매입,2023-06-01,30006984
2023-05-02,00:51,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),428,0,0,0,전표매입,2023-06-01,30006973
2023-05-02,00:09,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),713,0,0,0,전표매입,2023-06-01,30006962
2023-05-01,21:41,KB국민 톡톡 with 리브메이트카드,다날_비트코퍼레이션_키오스크1,2000,0,0,0,전표매입,2023-06-01,30006954
2023-05-01,21:29,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),855,0,0,0,전표매입,2023-06-01,30006940
2023-05-01,21:13,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),570,0,0,0,전표매입,2023-06-01,30006939
2023-05-01,18:39,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),428,0,0,0,전표매입,2023-06-01,30006928
2023-05-01,13:17,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),713,0,0,0,전표매입,2023-06-01,30006917
2023-05-01,10:08,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),570,0,0,0,전표매입,2023-06-01,30006906
2023-05-01,09:32,KB국민 톡톡 with 리브메이트카드,씨유(CU) 춘천백령점,5000,0,0,0,전표매입,2023-06-01,30006890
2023-05-01,08:59,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),1063,0,0,0,전표매입,2023-06-01,30006883
2023-04-30,21:41,KB국민 톡톡 with 리브메이트카드,돌돌생삼겹살,198000,0,0,0,전표매입,2023-06-01,30006877
2023-04-30,17:41,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),428,0,0,0,전표매입,2023-06-01,30006861
2023-04-30,16:21,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),428,0,0,0,전표매입,2023-06-01,30006850
2023-04-30,16:03,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),570,0,0,0,전표매입,2023-06-01,30006849
2023-04-30,10:07,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),635,0,0,0,전표매입,2023-06-01,30006838
2023-04-29,19:39,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),713,0,0,0,전표매입,2023-06-01,30006827
2023-04-29,14:15,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),920,0,0,0,전표매입,2023-06-01,30006816
2023-04-28,17:25,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),713,0,0,0,전표매입,2023-06-01,30006805
2023-04-28,16:34,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),1205,0,0,0,전표매입,2023-06-01,30006793
2023-04-28,13:12,KB국민 톡톡 with 리브메이트카드,스팟마트,100,0,0,0,전표매입,2023-06-01,30006787
2023-04-28,03:24,KB국민 톡톡 with 리브메이트카드,지에스25 춘천대양,3800,0,0,0,전표매입,2023-06-01,30006774
2023-04-28,01:43,KB국민 톡톡 with 리브메이트카드,포토인더박스 강원대점,17000,0,0,0,전표매입,2023-06-01,30006755
2023-04-27,13:57,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30006748
2023-04-27,13:00,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),428,0,0,0,전표매입,2023-06-01,30006737
2023-04-27,12:57,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),635,0,0,0,전표매입,2023-06-01,30006726
2023-04-27,01:55,KB국민 톡톡 with 리브메이트카드,지젤,60800,0,0,0,전표매입,2023-06-01,30006711
2023-04-26,00:24,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),1228,0,0,0,전표매입,2023-06-01,30006704
2023-04-24,23:06,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),778,0,0,0,전표매입,2023-06-01,30006692
2023-04-23,21:42,KB국민 톡톡 with 리브메이트카드,쿠팡이츠,24900,0,2490,0,전표매입,2023-06-01,30006681
2023-04-23,21:19,KB국민 톡톡 with 리브메이트카드,쿠팡이츠,21900,0,0,0,승인취소,,30006670
2023-04-22,12:05,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),778,0,0,0,전표매입,2023-06-01,30006669
2023-04-21,01:07,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30006658
2023-04-20,23:58,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),778,0,0,0,전표매입,2023-06-01,30006647
2023-04-20,02:14,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),1513,0,0,0,전표매입,2023-06-01,30006636
2023-04-16,23:00,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),920,0,0,0,전표매입,2023-05-01,30006625
2023-04-14,19:02,KB국민 톡톡 with 리브메이트카드,필 코인노래연습장,1000,0,0,0,전표매입,2023-05-01,30006616
2023-04-14,13:02,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-05-01,30006603
2023-04-14,13:00,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),635,0,0,0,전표매입,2023-05-01,30006591
2023-04-13,21:32,KB국민 톡톡 with 리브메이트카드,필 코인노래연습장,1000,0,0,0,전표매입,2023-05-01,30006582
2023-04-13,21:20,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),570,0,0,0,전표매입,2023-05-01,30006579
2023-04-13,20:40,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),635,0,0,0,전표매입,2023-05-01,30006568
2023-04-12,20:07,KB국민 톡톡 with 리브메이트카드,씨유 강원대백록관점,11100,0,0,0,전표매입,2023-05-01,30006556
2023-04-10,10:06,KB국민 톡톡 with 리브메이트카드,LGUPLUS 통신요금자동이체,20990,0,0,0,전표매입,2023-05-01,30006544
2023-04-10,02:57,KB국민 톡톡 with 리브메이트카드,지에스25 춘천대양,7000,0,0,0,전표매입,2023-05-01,30006538
2023-04-10,02:40,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),570,0,0,0,전표매입,2023-05-01,30006513
2023-04-10,02:10,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),570,0,0,0,전표매입,2023-05-01,30006502
2023-04-09,21:56,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),920,0,0,0,전표매입,2023-05-01,30006490
2023-04-09,18:13,KB국민 톡톡 with 리브메이트카드,티머니 개인택시_4,3800,0,0,0,전표매입,2023-05-01,30006485
2023-04-08,22:57,KB국민 톡톡 with 리브메이트카드,나인9PC,10500,0,0,0,전표매입,2023-05-01,30006474
2023-04-08,19:33,KB국민 톡톡 with 리브메이트카드,준호네 부대찌개,18000,0,0,0,전표매입,2023-05-01,30006466
